,School,Enrollment,Identified,Breakfast,Lunch,group
1021,21559,488.0,257.0,16961.7133065,31530.0049141,1.0
1022,21560,285.0,155.0,3402.41975806,19068.0844848,1.0
1023,21565,3781.0,1696.0,72118.4225806,149948.695107,1.0
1024,21572,315.0,157.0,7123.94758065,20638.4705629,1.0
1025,21951,90.3720930233,33.1162790698,1794.28306452,4587.4657266,1.0
1026,21984,0.0,0.0,2576.65766129,2727.8141129,
1027,22052,852.0,376.0,50491.8532258,102669.783466,3.0
1028,22109,692.0,409.0,42676.5048387,82970.8959677,1.0
1029,22122,643.5,148.0,10004.3177419,31685.0767306,1.0
1030,22139,974.0,540.0,30108.1258065,83443.5268844,1.0
1031,22193,796.0,320.0,42931.2314516,95536.6640828,2.0
1032,22195,476.0,71.0,14182.1141129,45126.4989919,1.0
1033,22198,428.0,246.0,44764.7032258,57920.1182812,1.0
1034,22206,1489.0,553.0,35320.2241935,175084.418258,1.0
1035,22207,643.5,148.0,24042.2733871,89188.4348499,1.0
1036,22222,918.0,247.0,28548.975,81384.5423602,1.0
1037,22236,549.0,127.0,16415.8705645,43410.8648203,1.0
1038,22245,305.0,187.0,32087.1556452,49187.4290323,1.0
1039,22254,791.0,258.0,33281.0116935,90986.1576399,1.0
1040,22255,951.0,477.0,26747.6939516,102708.317899,1.0
1041,22277,435.0,94.0,16012.7866935,37297.7488055,1.0
1042,22312,833.0,222.0,25286.5149194,74986.7374849,1.0
1043,22315,665.0,434.0,33190.0379032,82466.8253267,3.0
1044,22527,3330.0,1264.0,40820.6395161,142068.434035,1.0
1045,22533,3956.0,1501.0,66125.3491935,67458.6020815,1.0
1046,22580,307.0,98.5,0.0,3331.04032258,1.0
1047,22611,432.0,198.0,4649.46048387,23397.7727941,1.0
1048,22630,194.0,93.0,92.3733870968,4958.79794559,1.0
1049,22833,96.0,37.0,7088.95766129,8042.31208944,1.0
1050,22838,432.0,171.0,10319.2270161,33699.491129,1.0
1051,22846,473.0,330.0,31546.9112903,64580.2526714,1.0
1052,22868,208.0,112.0,23121.3387097,29217.0491935,3.0
1053,22911,279.0,52.0,1685.11451613,23903.1767944,1.0
1054,22939,367.0,168.0,9192.5516129,30554.9832731,1.0
1055,22941,113.0,48.0,11441.703629,10335.4603674,2.0
1056,22942,232.0,32.0,0.0,13315.5859831,1.0
1057,22949,247.0,13.0,5532.60604839,15173.7284274,1.0
1058,23041,478.0,416.0,17026.0947581,54645.0907193,3.0
1059,23137,289.0,208.0,18824.5766129,41614.2108871,1.0
1060,23150,192.0,164.0,9683.81008065,25800.1669355,1.0
1061,23155,439.0,350.0,24616.1080645,64573.196371,3.0
1062,23156,750.0,546.0,47186.0056452,117513.348085,3.0
1063,23178,361.0,274.0,26410.391129,43274.1326613,3.0
1064,23184,532.0,428.0,29863.196371,66045.4667088,3.0
1065,23193,293.0,157.0,2184.77056452,12129.5684824,1.0
1066,23244,617.0,323.0,25133.958871,55120.253522,1.0
1067,23263,495.0,377.0,24469.1504032,68551.8093862,1.0
1068,23284,479.0,397.0,18323.5209677,59128.4037331,3.0
1069,23298,216.0,192.0,17912.0395161,30466.4225806,2.0
1070,23327,400.0,310.0,15062.4604839,56308.5774194,1.0
1071,23401,296.0,255.0,28541.9770161,37314.6495968,3.0
1072,23446,364.0,281.0,30423.0350806,50150.3516129,3.0
1073,23557,195.0,114.0,4106.41693548,9476.64132876,1.0
1074,23568,126.0,66.0,375.091935484,4624.39497801,1.0
1075,23593,192.0,113.0,4258.97298387,12449.0376252,1.0
1076,23608,214.0,90.0,10043.5064516,11696.0744122,1.0
1077,23643,208.0,129.0,4235.17983871,5957.87764469,1.0
1078,23647,171.0,123.0,135.760887097,6182.01895161,1.0
1079,23697,305.0,187.0,8053.27983871,22669.5040839,1.0
1080,23811,392.5,245.0,21096.1221774,51957.1530709,3.0
1081,23812,302.0,158.666666667,74230.4141129,75865.8956165,3.0
1082,23813,302.0,158.666666667,18842.771371,48977.4895161,3.0
1083,23836,327.0,172.0,5301.67258065,39992.0782258,3.0
1084,23841,392.5,245.0,49955.8076613,69501.0806406,3.0
1085,23842,506.0,292.5,61923.7596774,72404.9756125,3.0
1086,23850,325.0,192.0,17448.7729839,37881.4862903,2.0
1087,23950,90.3720930233,33.1162790698,1388.4,2177.77258065,1.0
1088,23975,506.0,292.5,18548.8560484,46526.7955645,2.0
1089,24007,1043.0,418.0,129205.175806,148977.396734,3.0
1090,24012,1257.0,533.0,41036.1774194,181652.360016,1.0
1091,24049,1131.0,234.0,18485.8741935,103435.035104,1.0
1092,24058,1035.0,328.0,30292.8725806,133435.608269,1.0
1093,24071,824.0,396.0,114328.861694,95683.9961711,3.0
1094,24087,586.0,196.0,22527.9096774,55445.7340058,1.0
1095,24088,1028.0,434.0,108964.207258,125986.664561,3.0
1096,24091,772.0,276.0,86168.9745968,93830.6177253,2.0
1097,24102,1311.0,468.0,27822.5842742,177717.33889,1.0
1098,24110,606.0,403.0,65559.9120968,83784.7293457,1.0
1099,24113,905.0,165.0,22239.5927419,92400.560009,1.0
1100,24119,1218.0,310.0,14930.8983871,105482.846227,1.0
1101,24128,487.0,53.5,18877.7612903,64690.1676714,3.0
1102,24143,853.0,568.5,22127.625,186519.992378,1.0
1103,24153,1260.0,409.0,45654.8467742,127372.006033,1.0
1104,24205,310.0,170.5,21425.0274194,26031.8801786,3.0
1105,24207,963.0,601.0,24407.5681452,124860.096836,3.0
1106,24211,262.0,170.0,34617.6266129,39337.0669355,3.0
1107,24224,457.0,174.0,48974.6903226,63869.622846,2.0
1108,24229,1461.0,480.0,39094.9366935,163427.80707,1.0
1109,24236,290.0,118.0,1435.98629032,25410.9473359,1.0
1110,24239,584.0,370.0,37493.7979839,68963.7314516,3.0
1111,24243,853.0,568.5,36971.7483871,37244.6697581,1.0
1112,24290,550.0,168.0,58070.6697581,62121.8976075,2.0
1113,24293,503.0,228.0,8933.62620968,40432.6100144,1.0
1114,24305,310.0,170.5,49685.6854839,61689.6471256,3.0
1115,24328,487.0,53.5,4435.32217742,15594.8321069,1.0
1116,24330,581.0,374.0,66240.116129,71631.2548461,3.0
1117,24343,302.0,135.0,35714.9104839,34721.0190476,2.0
1118,24515,1737.0,761.0,42484.7600806,95096.383899,1.0
1119,24527,1942.0,717.0,19219.2629032,114695.77196,1.0
1120,24544,253.0,91.0,5108.52822581,9087.33024194,1.0
1121,24585,1007.0,259.0,19118.4919355,76946.923416,1.0
1122,24596,467.0,143.0,16193.3346774,42835.9013334,1.0
1123,24876,90.0,11.0,12316.4516129,6947.5983871,1.0
1124,24905,169.0,27.0,0.0,17217.7382295,1.0
1125,24907,241.0,83.0,14546.0092742,20166.7899194,1.0
1126,24973,356.0,98.0,11247.1596774,32484.9232467,1.0
1127,24975,157.0,15.0,964.322177419,2800.35987903,1.0
1128,25020,1355.0,560.0,158395.166129,203199.296421,2.0
1129,25021,1422.0,538.0,134611.818145,180536.246802,3.0
1130,25022,913.0,323.0,138501.297581,126394.785484,2.0
1131,25029,715.0,266.0,72907.7951613,90320.7806778,2.0
1132,25032,984.0,236.0,105097.121371,118569.966741,1.0
1133,25079,1088.0,189.0,63295.3645161,119356.273427,1.0
1134,25107,970.0,311.0,67653.708871,119605.808404,1.0
1135,25129,1141.0,398.0,126943.427419,152335.106178,3.0
1136,25154,706.0,272.0,31412.55,87590.0541085,2.0
1137,25163,700.0,193.0,27201.1633065,101767.557985,1.0
1138,25164,703.0,198.0,19875.6737903,71185.2678389,1.0
1139,25165,770.0,280.0,27747.0060484,88561.6899966,1.0
1140,25169,439.0,46.0,17857.4552419,40958.6712722,1.0
1141,25184,517.0,98.0,22017.0568548,52719.2706965,1.0
1142,25193,564.0,78.0,11958.1548387,57066.2800544,1.0
1143,25200,489.0,149.0,15143.6370968,55595.7341258,1.0
1144,25209,611.0,78.0,16103.7604839,66456.6881093,1.0
1145,25214,546.0,176.0,20263.3620968,75345.3764972,1.0
1146,25219,678.0,218.0,49395.9689516,92523.4428675,2.0
1147,25240,538.0,201.0,4639.66330645,35668.3193505,1.0
1148,25241,393.0,123.0,5146.31733871,32737.255467,1.0
1149,25242,382.0,105.0,28618.9548387,56512.4224227,2.0
1150,25244,446.0,158.0,21019.1443548,69261.9046756,2.0
1151,25252,574.0,165.0,6888.81532258,41394.2756834,1.0
1152,25281,670.0,218.0,7282.10201613,65505.1756925,1.0
1153,25285,561.0,130.0,3066.51653226,31795.8077796,1.0
1154,25467,257.0,69.0,0.0,9845.03863047,1.0
1155,25499,475.0,85.0,31310.3794355,55528.7265935,1.0
1156,25509,1739.0,706.0,18029.6056452,114447.36049,1.0
1157,25521,3526.0,1383.0,133704.879435,225391.968131,1.0
1158,25538,206.5,77.0,312.110080645,7822.01705408,1.0
1159,25563,429.0,117.0,10660.728629,52693.4189516,1.0
1160,25576,724.0,294.0,10312.2290323,35141.5656653,1.0
1161,25581,1105.0,143.0,14186.3129032,75717.762763,1.0
1162,25592,181.0,83.0,365.294758065,3254.34241935,1.0
1163,25852,354.0,56.0,29735.8330645,50646.7535988,2.0
1164,25905,148.0,47.0,19630.7443548,15066.5393088,3.0
1165,25931,210.0,72.0,29696.6443548,28130.405268,3.0
1166,25944,234.0,39.0,9367.50120968,11765.0104839,1.0
1167,25955,262.0,57.0,13522.9040323,30660.5897177,1.0
1168,25973,31.6666666667,21.2666666667,2471.68790323,3643.15040323,3.0
1169,25980,167.0,46.0,11987.546371,10119.5732159,1.0
1170,25985,0.0,0.0,1056.69556452,2650.83629032,
1171,26018,644.0,94.0,23297.6879032,69607.7245245,1.0
1172,26026,694.0,138.0,16366.8846774,76350.5346163,1.0
1173,26031,560.0,111.0,27938.7508065,68967.7978476,3.0
1174,26041,506.0,78.0,11695.0306452,59565.7094054,1.0
1175,26046,601.0,112.0,19390.0137097,63710.9033354,1.0
1176,26094,366.0,51.0,16727.9806452,44603.9828629,1.0
1177,26098,236.0,9.0,13216.3923387,20128.7245702,1.0
1178,26115,717.0,105.0,36868.1782258,81844.2589096,1.0
1179,26133,525.0,110.0,25430.6733871,58364.6799686,1.0
1180,26159,686.0,119.0,67904.2366935,86921.2912802,1.0
1181,26162,701.0,136.0,40817.8403226,105718.796811,1.0
1182,26173,963.0,182.0,75250.7201613,119306.838788,3.0
1183,26178,536.0,72.0,14568.4028226,57470.9746739,1.0
1184,26186,393.0,45.0,18596.4423387,33882.7605511,1.0
1185,26188,358.5,28.0,16999.5024194,65528.6302,1.0
1186,26191,405.0,80.0,18201.7560484,35354.8354341,1.0
1187,26203,938.0,103.0,40292.9915323,117866.106043,1.0
1188,26205,325.0,41.0,23760.9544355,30169.2881855,1.0
1189,26213,466.0,92.0,25759.578629,42504.1674448,1.0
1190,26221,625.0,62.0,23311.683871,80134.3638204,1.0
1191,26266,659.0,115.0,21000.9495968,62466.4533266,1.0
1192,26315,322.0,100.0,8162.4483871,17347.1455962,1.0
1193,26503,2971.0,701.0,85975.8302419,204869.611573,1.0
1194,26505,3683.0,833.0,47318.9673387,130213.939939,1.0
1195,26513,4433.0,1098.0,94951.4443548,249986.140137,1.0
1196,26525,1172.0,336.0,14709.7620968,79932.8333815,1.0
1197,26566,1096.0,206.0,23485.233871,75581.226885,1.0
1198,26688,358.5,28.0,6743.25725806,15469.0524351,1.0
1199,27042,734.0,549.0,36901.7685484,84566.4362903,3.0
1200,27043,456.0,328.5,37765.3197581,109354.809817,1.0
1201,27045,353.0,205.0,18863.7653226,49366.5774194,1.0
1202,27047,214.0,34.0,6478.73346774,19962.9779062,1.0
1203,27051,236.0,89.0,31376.1604839,28456.7903226,2.0
1204,27056,393.0,177.0,18238.1455645,54109.5845428,1.0
1205,27060,1235.0,598.0,39236.2959677,152367.427968,1.0
1206,27063,1334.0,532.0,94271.2403226,158668.140601,2.0
1207,27066,524.0,239.0,29833.8048387,71835.7462615,3.0
1208,27090,846.0,383.0,25201.1395161,115580.412029,2.0
1209,27096,314.0,110.0,14281.4854839,43565.4499469,2.0
1210,27097,742.0,387.0,24498.5419355,105569.924691,2.0
1211,27106,228.0,180.0,19650.3387097,28244.8864889,3.0
1212,27108,1483.0,606.0,34823.3673387,156936.394963,1.0
1213,27114,660.0,72.0,16887.5346774,42624.6926691,1.0
1214,27117,488.0,230.0,17343.8032258,53918.246238,2.0
1215,27123,713.0,367.0,49047.4693548,99966.8837197,2.0
1216,27133,467.0,251.0,37317.4487903,69586.5520161,3.0
1217,27146,702.0,148.0,18645.4282258,57268.0361012,1.0
1218,27155,531.0,176.0,22827.4233871,74392.1468415,1.0
1219,27183,558.0,440.0,23524.4225806,66162.1052707,3.0
1220,27197,522.0,345.0,26746.2943548,74056.8641129,3.0
1221,27206,449.0,177.0,26870.8584677,59816.6996884,3.0
1222,27207,709.0,73.0,19013.5221774,51532.8020062,1.0
1223,27223,595.0,333.0,26106.678629,72660.0665323,3.0
1224,27232,1030.0,285.0,16508.2439516,97568.7932702,1.0
1225,27233,1349.0,251.0,22115.028629,54618.4677906,1.0
1226,27253,607.0,431.0,37737.3278226,95306.9419355,3.0
1227,27254,657.0,283.0,37226.475,80452.1134541,1.0
1228,27260,358.0,195.0,3937.06572581,20511.0757835,1.0
1229,27261,260.0,114.0,5406.64233871,2167.07522204,1.0
1230,27273,361.0,171.0,20607.6629032,47288.8022401,2.0
1231,27308,617.0,201.0,10007.1169355,43842.3325368,1.0
1232,27309,630.0,325.0,14229.7004032,35766.9923145,1.0
1233,27314,273.0,103.0,4551.48870968,17098.3442132,1.0
1234,27316,345.0,118.0,28312.4431452,41698.4064858,2.0
1235,27320,263.0,99.0,10301.0322581,31259.9939516,1.0
1236,27334,283.0,105.0,3970.65604839,18906.8942764,1.0
1237,27340,336.0,185.5,11602.6572581,23082.15,1.0
1238,27362,572.0,337.0,27096.1935484,78959.6516129,1.0
1239,27375,152.0,86.0,15174.4282258,18175.0324975,3.0
1240,27502,433.0,188.0,5462.62620968,28137.0919459,1.0
1241,27519,2164.0,889.0,32537.8258065,103044.050042,1.0
1242,27525,1011.0,294.0,17885.4471774,72484.0378486,1.0
1243,27529,1734.0,659.0,10946.246371,118147.031187,1.0
1244,27540,357.0,161.0,5011.95604839,24402.6695565,1.0
1245,27569,90.3720930233,33.1162790698,790.772177419,0.0,1.0
1246,27643,456.0,328.5,7536.82862903,7725.77419355,1.0
1247,27869,318.0,158.0,17168.853629,44450.1623967,2.0
1248,27890,336.0,185.5,52059.4016129,68806.5167454,3.0
1249,27904,295.0,43.0,8169.44637097,22088.898013,1.0
1250,27931,262.0,62.0,0.0,15655.7403205,1.0
1251,27933,362.0,54.0,8639.7108871,23195.9708081,1.0
1252,27945,553.0,98.0,4450.71774194,45217.4542035,3.0
1253,27951,90.3720930233,33.1162790698,2748.80806452,0.0,1.0
1254,27952,90.3720930233,33.1162790698,3636.15241935,0.0,1.0
1255,27984,10.9142857143,3.02857142857,335.903225806,600.427016129,1.0
1256,27995,0.0,0.0,976.918548387,1791.48387097,
1257,27997,253.0,31.0,759.981048387,24587.1683706,1.0
1258,28040,502.0,327.0,27703.6185484,53866.2810484,3.0
1259,28048,621.0,334.0,59400.2866935,81092.6370968,1.0
1260,28050,817.0,408.0,32467.8459677,105852.903629,3.0
1261,28055,528.0,176.0,20435.5125,60163.0669355,2.0
1262,28080,530.0,242.0,24820.4491935,62895.4567833,2.0
1263,28099,406.5,140.0,14222.7024194,51125.1576367,1.0
1264,28101,666.0,42.0,11960.9540323,60789.905308,1.0
1265,28121,937.0,321.0,25040.1858871,94961.087918,1.0
1266,28139,779.0,229.0,14142.9254032,87639.6128277,3.0
1267,28140,495.0,297.0,25857.5504032,61362.521371,3.0
1268,28144,880.0,65.0,16887.5346774,75965.6374484,1.0
1269,28160,677.0,356.0,30008.7544355,99100.3398568,3.0
1270,28161,745.0,270.0,18575.4483871,95292.3676397,1.0
1271,28167,822.0,247.0,11170.1818548,61280.170862,1.0
1272,28174,686.0,104.0,33777.8685484,67782.4309788,1.0
1273,28175,791.0,207.0,23411.0552419,99022.1245009,1.0
1274,28196,955.0,82.0,40957.8,97679.0530543,1.0
1275,28203,209.0,16.0,9298.92096774,25811.1117823,2.0
1276,28206,608.0,244.0,27496.4782258,70158.0712,1.0
1277,28220,706.0,282.0,42095.6721774,91198.5084936,2.0
1278,28284,618.0,168.0,6823.03427419,32135.1477887,1.0
1279,28299,406.5,140.0,18964.5362903,40574.0045683,1.0
1280,28310,662.0,253.0,16434.0653226,52537.30007,1.0
1281,28312,113.0,62.0,6783.84556452,15401.1629032,3.0
1282,28325,485.0,192.0,4650.86008065,21788.8320895,1.0
1283,28328,456.0,170.0,170.750806452,24026.9000973,1.0
1284,28349,195.0,86.0,12536.1883065,25308.9084677,3.0
1285,28350,521.0,169.0,6895.81330645,30403.6545531,1.0
1286,28354,650.0,288.0,32672.1870968,74641.8120745,2.0
1287,28372,219.0,102.0,17644.7165323,25124.1616935,1.0
1288,28501,521.0,241.0,4310.75806452,28618.2187813,1.0
1289,28510,698.0,180.0,14652.378629,42375.1115746,1.0
1290,28511,3838.0,1131.0,65481.5346774,149282.05121,1.0
1291,28522,3371.0,1211.0,96411.2237903,187802.354366,1.0
1292,28540,206.5,77.0,3841.89314516,5395.93953985,1.0
1293,28541,2057.0,606.0,42823.4625,153334.474993,1.0
1294,28556,0.0,0.0,1694.91169355,1694.91169355,
1295,28575,460.0,94.0,7500.4391129,22186.685068,1.0
1296,28584,196.0,85.0,2436.69798387,5034.51318601,1.0
1297,28586,1060.0,258.0,6771.24919355,70002.7109545,1.0
1298,28682,397.0,216.0,19300.4395161,35332.8205645,2.0
1299,28803,31.6666666667,21.2666666667,527.647983871,1153.26774194,1.0
1300,28853,141.0,58.0,4299.56129032,16855.4839113,1.0
1301,28870,153.0,58.0,25429.2737903,41556.5615571,3.0
1302,28871,153.0,58.0,5630.57782258,5627.77862903,1.0
1303,28882,397.0,216.0,63930.7814516,59950.5123833,1.0
1304,28937,355.0,49.0,5844.71612903,16967.2252987,1.0
1305,28950,90.3720930233,33.1162790698,0.0,7091.28529975,1.0
1306,28963,254.0,11.0,14147.1241935,22404.6674059,1.0
1307,28973,31.6666666667,21.2666666667,996.512903226,1664.00550333,2.0
1308,28984,10.9142857143,3.02857142857,1035.7016129,1006.31008065,1.0
1309,28987,0.0,0.0,2510.8766129,2510.8766129,
1310,28994,0.0,0.0,228.134274194,1666.91975806,
1311,29015,454.0,213.0,27485.2814516,62807.7175079,1.0
1312,29033,997.0,296.0,21170.3008065,99877.959014,1.0
1313,29034,571.0,240.0,52062.2008065,78069.5080645,2.0
1314,29035,694.0,303.0,24795.2564516,88758.228629,1.0
1315,29037,508.0,278.0,46090.121371,69325.4966255,3.0
1316,29038,227.0,60.0,11129.5935484,30147.3145161,1.0
1317,29131,867.0,353.0,7944.11129032,115424.372808,1.0
1318,29132,393.0,215.0,25559.4362903,49024.6304802,1.0
1319,29134,421.0,198.0,24641.3008065,62430.4137097,1.0
1320,29136,657.0,316.0,30929.6891129,86719.016129,2.0
1321,29138,785.0,331.0,36028.4201613,97511.3068548,2.0
1322,29147,607.0,224.0,10466.1846774,65707.0160795,1.0
1323,29156,277.0,108.0,15599.9056452,32424.4584677,2.0
1324,29176,737.0,212.0,48137.7314516,98617.963929,1.0
1325,29181,338.0,141.0,32084.3564516,49689.8842742,2.0
1326,29195,592.0,244.0,41183.1350806,82079.3528226,3.0
1327,29208,722.0,127.0,20970.1584677,71579.8598842,1.0
1328,29243,412.0,139.0,2356.92096774,16462.4975286,1.0
1329,29248,468.0,162.0,2932.15524194,14706.1681469,1.0
1330,29251,344.0,126.0,15646.0923387,42342.7718737,1.0
1331,29259,608.0,172.0,5230.29314516,35606.0541077,1.0
1332,29265,494.0,168.0,5763.53951613,23313.6319102,1.0
1333,29268,604.0,291.0,18611.8379032,52183.08563,1.0
1334,29270,701.0,185.0,28089.9072581,75523.0725905,1.0
1335,29272,484.0,171.0,3882.48145161,19481.4884486,1.0
1336,29283,597.0,186.0,9681.0108871,29535.1435266,1.0
1337,29295,525.0,182.0,17898.0435484,65001.7073907,1.0
1338,29313,328.0,124.0,8363.99032258,11847.5408051,1.0
1339,29326,363.0,103.0,5357.65645161,26054.4851057,1.0
1340,29327,498.0,166.0,17728.6923387,42381.9483601,1.0
1341,29339,317.0,126.0,26385.1983871,35748.7703786,2.0
1342,29360,129.0,40.0,17261.2270161,18390.7016129,3.0
1343,29498,458.0,194.0,9388.49516129,21110.5014972,1.0
1344,29501,414.0,154.0,4975.56653226,21010.6833484,1.0
1345,29910,456.0,80.0,9953.93225806,31800.4740674,1.0
1346,29912,334.0,15.0,10526.3673387,38736.9966793,1.0
1347,29938,540.0,186.0,47145.4173387,69783.8951613,2.0
1348,29984,10.9142857143,3.02857142857,599.027419355,628.342735947,1.0
1349,30002,594.0,173.0,22371.1548387,51205.2078843,1.0
1350,30070,926.0,432.0,36852.7826613,98421.8557223,1.0
1351,30078,324.0,41.5,11696.4302419,20014.8461946,3.0
1352,30111,290.0,240.0,12037.9318548,36445.5493634,1.0
1353,30122,1360.0,349.0,24397.7709677,120438.213874,1.0
1354,30127,1284.0,627.0,33664.5012097,146499.996959,1.0
1355,30151,415.0,262.0,13748.2391129,59065.1950896,3.0
1356,30166,1148.0,453.0,28235.4653226,123039.867377,1.0
1357,30171,502.0,304.0,23191.3185484,68500.4649194,1.0
1358,30222,289.0,122.0,17135.2633065,35269.0157708,1.0
1359,30228,338.0,187.0,44430.1995968,41490.1117409,1.0
1360,30234,566.0,276.0,16667.7979839,64695.9802687,1.0
1361,30258,431.0,160.0,6342.97258065,39740.6819787,1.0
1362,30264,567.0,214.0,9917.54274194,42812.5196483,1.0
1363,30267,407.0,160.0,4023.84072581,31169.5478048,1.0
1364,30280,718.0,416.0,27735.8092742,92054.2790323,3.0
1365,30286,558.0,247.0,34880.7508065,47537.3680535,1.0
1366,30312,324.0,41.5,4452.11733871,40473.0146673,1.0
1367,30321,402.0,119.5,4774.02459677,32839.4389113,1.0
1368,30329,301.0,154.0,31294.983871,45587.666129,1.0
1369,30359,412.0,152.0,35240.4471774,54850.0312919,2.0
1370,30361,186.0,84.0,28796.703629,26225.9001432,3.0
1371,30500,970.0,438.0,15252.8056452,67333.7557669,1.0
1372,30501,538.0,133.0,7581.61572581,32932.5542251,1.0
1373,30523,2053.0,979.0,43388.8995968,141494.42252,1.0
1374,30524,1025.0,346.0,31726.0596774,112695.106705,1.0
1375,30533,2388.0,984.0,20203.1794355,119923.566465,1.0
1376,30542,620.0,240.0,7496.24032258,32029.0709766,1.0
1377,30544,516.0,74.0,4438.12137097,26566.165605,1.0
1378,30550,845.0,146.0,19898.0673387,54372.654746,1.0
1379,30576,990.0,266.0,6468.93629032,54778.678388,1.0
1380,30583,1496.0,672.0,33833.8524194,132064.869288,1.0
1381,30599,597.0,105.0,15250.0064516,40310.826475,1.0
1382,30822,325.0,142.5,14368.2604839,44962.2717298,2.0
1383,30832,325.0,142.5,14210.1060484,31101.8039332,1.0
1384,30852,402.0,119.5,21748.3342742,50966.3165323,1.0
1385,30873,31.6666666667,21.2666666667,0.0,1623.53225806,1.0
1386,30914,471.0,73.0,2316.33266129,57355.4758065,1.0
1387,30915,83.0,5.0,9116.9733871,16328.9025167,2.0
1388,30916,274.0,14.0,3917.47137097,7904.33565297,1.0
1389,30924,121.0,6.0,1857.26491935,12655.7625526,1.0
1390,30925,83.0,5.0,3542.37943548,3938.32024243,1.0
1391,30940,35.0,8.0,1424.78951613,4139.30745968,1.0
1392,30984,10.9142857143,3.02857142857,643.814516129,1385.34361559,1.0
1393,30986,269.0,100.0,17735.6903226,33462.0032655,2.0
1394,30988,0.0,0.0,909.737903226,2621.44475806,
1395,30997,75.0,22.0,6319.17943548,3935.66612903,1.0
1396,30998,0.0,0.0,815.964919355,1743.89758065,
1397,31001,497.0,111.0,25902.3375,44517.9904331,1.0
1398,31003,409.0,50.5,27051.4064516,55454.6988467,1.0
1399,31004,780.0,163.0,30427.233871,63786.0398185,1.0
1400,32000,282.0,27.0,7163.13629032,27881.7172379,1.0
1401,31006,573.0,114.0,24505.5399194,41948.3646169,1.0
1402,31008,588.0,99.0,16028.1822581,45343.5328927,1.0
1403,31009,262.0,49.0,25124.1616935,31841.5881582,1.0
1404,31010,142.0,111.0,8119.0608871,20382.7754877,1.0
1405,31011,304.0,145.0,15921.8129032,34594.2668291,1.0
1406,31016,548.0,413.0,31811.4350806,80261.0287138,3.0
1407,31020,485.0,390.0,26800.878629,67454.966129,2.0
1408,31022,519.0,301.5,24290.0020161,69849.3192544,3.0
1409,31023,525.0,101.0,22387.95,47269.2016763,1.0
1410,31026,244.0,58.0,8802.0641129,19534.7307884,1.0
1411,31028,186.0,86.0,14502.6217742,22262.8890837,3.0
1412,31029,697.0,174.0,46148.9044355,66027.8832736,2.0
1413,31030,827.0,162.0,21016.3451613,68920.6725308,1.0
1414,31032,678.0,113.0,51068.4870968,62408.3490988,1.0
1415,31035,391.0,80.0,9878.35403226,33819.0104267,1.0
1416,31036,885.0,120.0,57757.1600806,69521.9472825,1.0
1417,31038,390.0,145.0,17497.758871,41160.0417339,1.0
1418,31039,569.0,252.0,14739.153629,61270.5754283,1.0
1419,31041,710.0,256.0,20674.8435484,65200.2957028,1.0
1420,31042,1025.0,158.0,37041.7282258,87672.7001948,3.0
1421,31044,918.0,699.0,64952.4870968,124317.783871,1.0
1422,31045,873.0,417.0,33751.2762097,105413.314324,2.0
1423,31046,290.0,167.0,20084.2137097,37487.4650976,3.0
1424,31048,974.0,197.0,23308.8846774,76919.0582001,1.0
1425,31050,795.0,129.0,37030.5314516,68198.9702419,1.0
1426,31052,515.0,169.0,22870.8108871,50149.7142965,1.0
1427,31053,824.0,137.0,43875.9592742,61669.2925924,2.0
1428,31054,788.0,236.0,87353.0334677,83920.6390121,1.0
1429,31055,625.0,84.0,16956.1149194,44975.0291978,1.0
1430,31056,595.0,83.0,24347.3854839,48345.1898644,1.0
1431,31058,722.0,182.0,42195.0435484,75145.5496414,1.0
1432,31059,236.0,90.0,25877.1447581,31166.763565,3.0
1433,31060,913.0,263.0,24066.0665323,87923.1274962,3.0
1434,31062,141.0,19.0,12498.3991935,15336.5604626,1.0
1435,31069,982.0,284.0,82577.6092742,91894.0006951,1.0
1436,31074,323.0,233.0,24586.7165323,45010.9630472,3.0
1437,31078,886.0,729.0,49712.2778226,130309.457661,1.0
1438,31080,1337.0,340.0,87344.6358871,109054.120201,1.0
1439,31168,58.0,31.0,7633.40080645,8132.20492637,3.0
1440,31261,914.0,397.0,37425.2177419,104731.536807,2.0
1441,31286,409.0,50.5,5108.52822581,5551.87719126,1.0
1442,31501,2501.0,1233.0,30416.0370968,78681.5199526,1.0
1443,31503,2929.0,994.0,26866.6596774,112607.068061,1.0
1444,31505,1505.0,679.0,31454.5379032,89364.5807864,1.0
1445,31507,3285.0,970.0,33583.3245968,151386.582818,1.0
1446,31509,3875.0,579.0,19066.7068548,120930.107827,1.0
1447,31511,726.0,359.0,23010.7705645,45752.5076818,1.0
1448,31512,1309.0,180.0,41348.2875,89524.0267515,1.0
1449,31547,484.0,74.0,5163.1125,23492.3974321,1.0
1450,31550,153.0,88.0,1230.24556452,5137.65011098,1.0
1451,31622,519.0,301.5,23009.3709677,62592.9022464,1.0
1452,31664,425.0,74.0,5774.73629032,23161.6554526,1.0
1453,31665,424.0,129.0,28537.7782258,46594.0461895,1.0
1454,31917,191.0,79.0,9465.47298387,32128.2697069,2.0
1455,31935,105.0,47.0,13214.9927419,12317.8512097,3.0
1456,31950,90.3720930233,33.1162790698,4184.79435484,4625.59376902,1.0
1457,31951,90.3720930233,33.1162790698,2240.75443548,43.3875,1.0
1458,31953,90.3720930233,33.1162790698,453.469354839,0.0,1.0
