,School,Enrollment,Identified,Breakfast,Lunch,group
1459,31971,0.0,0.0,1707.50806452,1749.49596774,
1460,31984,10.9142857143,3.02857142857,645.214112903,680.204032258,1.0
1461,31991,0.0,0.0,407.28266129,1750.89556452,
1462,32045,361.5,235.5,16690.1915323,93180.7056741,1.0
1463,32086,391.0,293.0,59445.0737903,59916.7379032,1.0
1464,32106,467.0,347.0,66959.508871,64066.5423387,1.0
1465,32123,667.0,500.0,23434.8483871,100453.012287,3.0
1466,32151,349.0,266.0,49713.6774194,45211.1745968,3.0
1467,32168,268.0,145.0,4940.5766129,23518.1806039,1.0
1468,32254,409.0,184.0,29457.3133065,58260.7984071,1.0
1469,32274,438.0,319.0,58634.7072581,64731.3508065,3.0
1470,32299,306.0,229.0,33749.8766129,40640.0915323,3.0
1471,32376,552.0,381.0,14413.0475806,70564.5272601,3.0
1472,32377,369.0,256.0,20798.0080645,44631.7415323,3.0
1473,32520,275.0,191.0,2387.71209677,18779.7895161,2.0
1474,32528,496.0,341.0,3340.8375,38338.9022165,1.0
1475,32552,187.0,123.0,961.522983871,15967.2997984,2.0
1476,32571,638.0,388.0,9258.33266129,31735.1355242,1.0
1477,32598,0.0,0.0,748.784274194,745.985080645,
1478,32845,361.5,235.5,5122.52419355,5384.21140383,1.0
1479,32879,1058.0,622.0,56850.221371,72837.3935898,2.0
1480,32884,295.0,192.0,42778.6754032,47457.5274194,3.0
1481,32893,809.0,485.0,43439.2850806,79183.1679064,2.0
1482,32904,247.0,82.0,14054.7508065,33730.6052419,2.0
1483,32932,191.0,55.0,7960.90645161,22062.7735345,1.0
1484,32933,462.0,254.0,2990.93830645,29659.9280199,1.0
1485,32984,10.9142857143,3.02857142857,790.772177419,800.569354839,1.0
1486,32992,0.0,0.0,1496.16895161,1871.2608871,
